Name ,Share price ,M Cap,Industry,Exchange
SUPER TOOL CO. LTD.,2090 JPY,33.7M,Other Industrial Machinery & Equipment,Tokyo Stock Exchange
"OHMORIYA CO.,LTD.",990 JPY,33.68M,Seafood Product Preparation & Packaging,Tokyo Stock Exchange
MIRAI WORKS INC.,924 JPY,33.67M,Other Employment Services,Tokyo Stock Exchange
"ASAKA RIKEN CO.,LTD.",990 JPY,33.62M,Other Precious Metals & Minerals,Tokyo Stock Exchange
MBS INC,678 JPY,33.59M,Other Homebuilding,Tokyo Stock Exchange
"DATA APPLICATIONS COMPANY, LIMITED",794 JPY,33.57M,Other IT Services & Consulting,Tokyo Stock Exchange
"MIYAIRI VALVE MFG. CO., LTD.",99 JPY,33.54M,Industrial Valve Manufacturing,Tokyo Stock Exchange
"KIKUSUI CHEMICAL INDUSTRIES CO., LTD.",390 JPY,33.53M,Other Construction Supplies & Fixtures,Tokyo Stock Exchange
"IMPRESS HOLDINGS, INC.",144 JPY,33.52M,Other Consumer Publishing,Tokyo Stock Exchange
"SANKO CO., LTD.",557 JPY,33.51M,Industrial Parts & Components,Tokyo Stock Exchange
HAMMOCK INC.,1137 JPY,33.32M,Other Software,Tokyo Stock Exchange
NIPPON PIGMENT COMPANY LIMITED,3225 JPY,33.2M,Coloring Agent,Tokyo Stock Exchange
"YMIRLINK,INC.",1274 JPY,33.14M,Technology Consulting & Outsourcing Services,Tokyo Stock Exchange
"ALL ABOUT, INC.",350 JPY,33.08M,Digital Media Agencies,Tokyo Stock Exchange
"SHOWA CHEMICAL INDUSTRY CO., LTD.",455 JPY,33.04M,Other Commodity Chemicals,Tokyo Stock Exchange
"TOHBU NETWORK CO., LTD.",848 JPY,33.03M,Freight Trucking,Tokyo Stock Exchange
"SPORTSFIELD CO., LTD.",663 JPY,32.98M,Other Employment Services,Tokyo Stock Exchange
"NICHIRYO BAKING CO., LTD.",2285 JPY,32.96M,Other Food Processing,Tokyo Stock Exchange
"AWA PAPER & TECHNOLOGICAL COMPANY, INC.",481 JPY,32.95M,"Other Auto, Truck & Motorcycle Parts",Tokyo Stock Exchange
"AR ADVANCED TECHNOLOGY, INC.",1430 JPY,32.88M,Other IT Services & Consulting,Tokyo Stock Exchange
"MARUHACHI WAREHOUSE COMPANY, LIMITED",795 JPY,32.83M,Other Ground Freight & Logistics,Tokyo Stock Exchange
"GOODDAYS HOLDINGS, INC.",706 JPY,32.81M,Other IT Services & Consulting,Tokyo Stock Exchange
"GENERAL PACKER CO., LTD.",2720 JPY,32.7M,Industrial Machinery,Tokyo Stock Exchange
"MEDRX CO., LTD",108 JPY,32.65M,Specialty & Advanced Pharmaceuticals,Tokyo Stock Exchange
"ISHII HYOKI CO., LTD.",576 JPY,32.58M,Other Semiconductors,Tokyo Stock Exchange
RAKUMO INC.,822 JPY,32.58M,Other IT Services & Consulting,Tokyo Stock Exchange
CRESTEC INC.,1535 JPY,32.57M,Other Business Support Services,Tokyo Stock Exchange
"UNITED & COLLECTIVE CO., LTD.",1144 JPY,32.48M,Other Restaurants & Bars,Tokyo Stock Exchange
RIKEI CORPORATION,311 JPY,32.45M,Other IT Services & Consulting,Tokyo Stock Exchange
"SAKAI HOLDINGS CO.,LTD",482 JPY,32.4M,Mobile Phone Retailers,Tokyo Stock Exchange
"NIHON ENTERPRISE CO.,LTD.",122 JPY,32.34M,Other IT Services & Consulting,Tokyo Stock Exchange
"SOFTMAX CO., LTD",782 JPY,32.31M,Computer Programming,Tokyo Stock Exchange
"GOODSPEED CO., LTD.",846 JPY,32.29M,"Other Auto Vehicles, Parts & Service Retailers",Tokyo Stock Exchange
"HOSOYA PYRO-ENGINEERING CO., LTD.",1182 JPY,32.23M,Explosives,Tokyo Stock Exchange
UNITE AND GROW INC.,1185 JPY,32.13M,Outsourcing & Staffing Services,Tokyo Stock Exchange
SANKYO KASEI CORPORATION,3500 JPY,32.11M,Commodity Chemicals Wholesale,Tokyo Stock Exchange
"KOZO HOLDINGS CO.,LTD.",20 JPY,32.11M,Quick Service Restaurants,Tokyo Stock Exchange
"PLAZA HOLDINGS CO.,LTD.",1915 JPY,32.07M,Mobile Phone Retailers,Tokyo Stock Exchange
"NIPPON KINZOKU CO., LTD.",693 JPY,32.05M,"Iron, Steel Mills & Foundries",Tokyo Stock Exchange
AIDEMY INC.,1135 JPY,32.02M,Other IT Services & Consulting,Tokyo Stock Exchange
TAKAHASHI CURTAIN WALL CORPORATION,573 JPY,31.95M,Building Contractors,Tokyo Stock Exchange
KAWAMOTO CORPORATION,795 JPY,31.89M,Medical Supplies,Tokyo Stock Exchange
"GLOBAL STYLE CO.,LTD.",1429 JPY,31.83M,Other Apparel & Accessories,Tokyo Stock Exchange
"NIKKI CO., LTD.",2600 JPY,31.83M,Engine & Powertrain Systems,Tokyo Stock Exchange
TAKAGI SEIKO CORPORATION,1680 JPY,31.82M,"Other Auto, Truck & Motorcycle Parts",Tokyo Stock Exchange
"NIPPON ICHI SOFTWARE, INC.",915 JPY,31.78M,Application Software,Tokyo Stock Exchange
"TAMAGAWA HOLDINGS CO., LTD.",718 JPY,31.76M,Other Electronic Equipment & Parts,Tokyo Stock Exchange
"MITSUMURA PRINTING CO., LTD.",1537 JPY,31.73M,Other Commercial Printing Services,Tokyo Stock Exchange
"OGURA CLUTCH CO.,LTD.",3090 JPY,31.7M,Engine & Powertrain Systems,Tokyo Stock Exchange
"BRIGHTPATH BIOTHERAPEUTICS CO., LTD.",58 JPY,31.69M,Other Biotechnology & Medical Research,Tokyo Stock Exchange
RENASCIENCE INC.,363 JPY,31.65M,Other Pharmaceuticals,Tokyo Stock Exchange
"CYBERBUZZ, INC.",1144 JPY,31.61M,Other Advertising & Marketing,Tokyo Stock Exchange
"TOKYO ICHIBAN FOODS CO., LTD.",511 JPY,31.58M,Other Restaurants & Bars,Tokyo Stock Exchange
BEAT HOLDINGS LIMITED,1325 JPY,31.53M,Other Investment Management & Fund Operators,Tokyo Stock Exchange
SEIKO CORPORATION,710 JPY,31.53M,"Other Auto Vehicles, Parts & Service Retailers",Tokyo Stock Exchange
RIKEN CORUNDUM COMPANY LIMITED.,5090 JPY,31.52M,Other Construction Supplies & Fixtures,Tokyo Stock Exchange
NIPPON PRIMEX INC.,900 JPY,31.49M,Computer Peripherals,Tokyo Stock Exchange
"EMIMEN CO., LTD.",2247 JPY,31.33M,Other Real Estate Services,Tokyo Stock Exchange
GEECHS INC.,447 JPY,31.32M,Technology Consulting & Outsourcing Services,Tokyo Stock Exchange
"TOSO COMPANY, LIMITED",523 JPY,31.32M,Other Construction Supplies & Fixtures,Tokyo Stock Exchange
WEL-DISH.INCORPORATED,259 JPY,31.17M,Other Food Processing,Tokyo Stock Exchange
"CYND CO., LTD.",777 JPY,31.12M,Other IT Services & Consulting,Tokyo Stock Exchange
"TECNISCO, LTD.",489 JPY,31.11M,Electronic Component,Tokyo Stock Exchange
"SAWAFUJI ELECTRIC CO.,LTD.",1066 JPY,31.1M,Other Electrical Components & Equipment,Tokyo Stock Exchange
"BROAD ENTERPRISE CO.,LTD.",750 JPY,31.08M,Other Communications & Networking,Tokyo Stock Exchange
I.A GROUP CORPORATION,3115 JPY,31.07M,"Other Auto Vehicles, Parts & Service Retailers",Tokyo Stock Exchange
"LIVING PLATFORM,LTD.",1000 JPY,31.06M,Other Healthcare Facilities & Services,Tokyo Stock Exchange
KANEMITSU CORPORATION,883 JPY,31.06M,"Other Auto, Truck & Motorcycle Parts",Tokyo Stock Exchange
"SHOEI YAKUHIN CO.,LTD.",1324 JPY,31.03M,Commodity Chemicals Wholesale,Tokyo Stock Exchange
"PRAP JAPAN, INC.",1018 JPY,31M,Public Relations,Tokyo Stock Exchange
"JUNTENDO CO.,LTD.",555 JPY,30.96M,Other Home Improvement Products & Services Retailers,Tokyo Stock Exchange
FREESIA MACROSS CORPORATION,101 JPY,30.96M,Other Homebuilding,Tokyo Stock Exchange
"FUKUTOME MEAT PACKERS, LTD.",1336 JPY,30.87M,Other Food Processing,Tokyo Stock Exchange
"CENTRAL GENERAL DEVELOPMENT CO., LTD.",467 JPY,30.84M,Residential Real Estate Development,Tokyo Stock Exchange
GENDAI AGENCY INC.,367 JPY,30.8M,Advertising Agency,Tokyo Stock Exchange
"FALTEC CO., LTD.",473 JPY,30.7M,"Other Auto, Truck & Motorcycle Parts",Tokyo Stock Exchange
"JAPAN ASIA INVESTMENT CO., LTD.",205 JPY,30.7M,Venture Capital,Tokyo Stock Exchange
CUMICA CORPORATION,425 JPY,30.67M,Residential Real Estate Development,Tokyo Stock Exchange
"CAPITAL ASSET PLANNING, INC.",781 JPY,30.65M,Financial Technology (Fintech) (NEC),Tokyo Stock Exchange
"LIBERTA CO.,LTD.",733 JPY,30.63M,Other Pharmaceuticals,Tokyo Stock Exchange
LETECH CORPORATION,953 JPY,30.62M,Other Real Estate Development & Operations,Tokyo Stock Exchange
"IKEGAMI TSUSHINKI CO., LTD.",698 JPY,30.62M,Other Communications & Networking,Tokyo Stock Exchange
"FAITH, INC.",412 JPY,30.58M,Other Entertainment Production,Tokyo Stock Exchange
"OHMORI CO.,LTD.",237 JPY,30.54M,Water & Sewage Construction,Tokyo Stock Exchange
"HIRAKI CO.,LTD.",912 JPY,30.53M,Internet & Mail Order Discount Stores,Tokyo Stock Exchange
"CHIERU CO.,LTD.",605 JPY,30.5M,Enterprise Software,Tokyo Stock Exchange
"CNS CO.,LTD",1530 JPY,30.48M,Other IT Services & Consulting,Tokyo Stock Exchange
"INTERLIFE HOLDINGS CO., LTD.",275 JPY,30.42M,Civil Engineers & Architects,Tokyo Stock Exchange
SHOEI CORPORATION,570 JPY,30.4M,Plastic Containers & Packaging,Tokyo Stock Exchange
"KOWA CO.,LTD.",1032 JPY,30.39M,"Other Medical Equipment, Supplies & Distribution",Tokyo Stock Exchange
"MOLITEC STEEL CO., LTD.",197 JPY,30.36M,Metal Merchant Wholesale,Tokyo Stock Exchange
"SE HOLDINGS AND INCUBATIONS CO., LTD.",238 JPY,30.34M,Book Publishing,Tokyo Stock Exchange
"HIKARI BUSINESS FORM CO., LTD.",784 JPY,30.34M,Other Commercial Printing Services,Tokyo Stock Exchange
TORIDORI INC.,1371 JPY,3.03Cr,Marketing Consulting Services,Tokyo Stock Exchange
MINATO HOLDINGS INC.,604 JPY,3.03Cr,Memory Chips (RAM),Tokyo Stock Exchange
GLOE INC.,1577 JPY,3.03Cr,Other Leisure & Recreation,Tokyo Stock Exchange
"KANTSU CO.,LTD.",436 JPY,3.02Cr,Courier Services,Tokyo Stock Exchange
"TAKAMISAWA CYBERNETICS COMPANY, LTD.",1006 JPY,3.02Cr,Automatic Vending Machines,Tokyo Stock Exchange
"TOSHIN HOLDINGS CO.,LTD",682 JPY,3.02Cr,Wireless Telecom,Tokyo Stock Exchange
"PRIME STRATEGY CO., LTD.",1243 JPY,3.01Cr,Other IT Services & Consulting,Tokyo Stock Exchange
"IMMUNO-BIOLOGICAL LABORATORIES CO., LTD.",473 JPY,3Cr,Other Pharmaceuticals,Tokyo Stock Exchange
"TOWA HI SYSTEM CO.,LTD.",1916 JPY,2.99Cr,Other Software,Tokyo Stock Exchange
"KG INTELLIGENCE CO., LTD.",594 JPY,2.99Cr,Magazine Publishing,Tokyo Stock Exchange
C.E.MANAGEMENT INTEGRATED LABORATORY CO.LTD,309 JPY,2.98Cr,Other Construction & Engineering,Tokyo Stock Exchange
UBIQUITOUS AI CORPORATION,412 JPY,2.98Cr,Other Software,Tokyo Stock Exchange
"NAKAMICHI LEASING CO., LTD.",580 JPY,2.98Cr,Other Consumer Lending,Tokyo Stock Exchange
"MISAWA & CO.,LTD.",610 JPY,2.96Cr,Other Home Furnishings Retailers,Tokyo Stock Exchange
"FIRST BAKING CO., LTD.",612 JPY,2.95Cr,Bread & Bakery Product Manufacturing,Tokyo Stock Exchange
"SEIGAKUSHA CO.,LTD.",765 JPY,2.95Cr,Miscellaneous Educational Service Providers,Tokyo Stock Exchange
"DAIKEN CO.,LTD.",806 JPY,2.95Cr,Other Construction Supplies & Fixtures,Tokyo Stock Exchange
"MANAC CHEMICAL PARTNERS CO.,LTD",531 JPY,2.95Cr,Diversified Chemicals,Tokyo Stock Exchange
"ZAPPALLAS, INC.",360 JPY,2.94Cr,Content & Site Management Services,Tokyo Stock Exchange
SIOS CORPORATION,494 JPY,2.93Cr,Other Software,Tokyo Stock Exchange
"THE KOSEI SECURITIES CO., LTD.",453 JPY,2.93Cr,Investment Banking,Tokyo Stock Exchange
"THE SHIMANE BANK,LTD.",515 JPY,2.92Cr,Other Banks,Tokyo Stock Exchange
"AXAS HOLDINGS CO.,LTD.",140 JPY,2.92Cr,Other Miscellaneous Specialty Retailers,Tokyo Stock Exchange
"AKIKAWA FOODS & FARMS CO., LTD.",1017 JPY,2.92Cr,Other Food Processing,Tokyo Stock Exchange
"I-PLUG,INC.",1071 JPY,2.91Cr,Online Job Portals,Tokyo Stock Exchange
"HOTMAN CO.,LTD.",595 JPY,2.91Cr,Automotive Parts & Accessories Retailers,Tokyo Stock Exchange
JUST PLANNING INC.,348 JPY,2.91Cr,Other IT Services & Consulting,Tokyo Stock Exchange
SANRITSU CORPORATION,772 JPY,2.9Cr,Freight Logistics,Tokyo Stock Exchange
"DAISUI CO.,LTD.",310 JPY,2.9Cr,Fishing & Farming Wholesale,Tokyo Stock Exchange
"SUBARU CO., LTD.",7070 JPY,2.89Cr,Miscellaneous Educational Service Providers,Tokyo Stock Exchange
"HEIWA PAPER CO.,LTD.",445 JPY,2.89Cr,Paper Product Wholesale,Tokyo Stock Exchange
"AOBA-BBT, INC.",314 JPY,2.89Cr,Education & Training Information Providers,Tokyo Stock Exchange
"G-FACTORY CO.,LTD.",638 JPY,2.88Cr,Management Consulting Services,Tokyo Stock Exchange
"SAKURASAKU PLUS,CO.,LTD.",945 JPY,2.88Cr,Child Care & Family Services,Tokyo Stock Exchange
"ASAHIMATSU FOODS CO., LTD.",2270 JPY,2.88Cr,Other Food Processing,Tokyo Stock Exchange
"JINJIB CO.,LTD.",2966 JPY,2.88Cr,Other Employment Services,Tokyo Stock Exchange
"KOKEN BORING MACHINE CO.,LTD.",501 JPY,2.88Cr,Machine Tools,Tokyo Stock Exchange
"TOKYO AUTOMATIC MACHINERY WORKS, LTD.",2909 JPY,2.88Cr,Industrial Machinery,Tokyo Stock Exchange
"GLOBAL-DINING, INC.",404 JPY,2.88Cr,Other Restaurants & Bars,Tokyo Stock Exchange
"SHINTO PAINT COMPANY, LIMITED",135 JPY,2.88Cr,Paint & Coating,Tokyo Stock Exchange
SMN CORPORATION,288 JPY,2.88Cr,Other Internet Services,Tokyo Stock Exchange
"SANSO ELECTRIC CO.,LTD.",908 JPY,2.87Cr,Pump & Pumping Equipment,Tokyo Stock Exchange
TRANS GENIC INC.,253 JPY,2.86Cr,Internet & Mail Order Department Stores,Tokyo Stock Exchange
"STRUST CO.,LTD.",697 JPY,2.86Cr,Residential Real Estate Development,Tokyo Stock Exchange
NIPPON CHUZO K. K.,871 JPY,2.86Cr,"Iron, Steel Mills & Foundries",Tokyo Stock Exchange
"SENKON LOGISTICS CO., LTD.",882 JPY,2.85Cr,"Other Auto Vehicles, Parts & Service Retailers",Tokyo Stock Exchange
"TAIHEI MACHINERY WORKS, LIMITED",2899 JPY,2.85Cr,Industrial Machinery,Tokyo Stock Exchange
HAVIX CORPORATION,542 JPY,2.84Cr,Synthetic Fabrics,Tokyo Stock Exchange
BBD INITIATIVE INC.,775 JPY,2.83Cr,Other IT Services & Consulting,Tokyo Stock Exchange
"BESTONE.COM CO.,LTD",2889 JPY,2.83Cr,Travel Agents,Tokyo Stock Exchange
"CSS HOLDINGS,LTD.",829 JPY,2.82Cr,"Music, Music Video Production & Distribution",Tokyo Stock Exchange
SCINEX CORPORATION,730 JPY,2.82Cr,Directory Publishing,Tokyo Stock Exchange
"TOYO DRILUBE CO., LTD.",3030 JPY,2.82Cr,Other Specialty Chemicals,Tokyo Stock Exchange
CREATE CORPORATION,1049 JPY,2.82Cr,Construction Supplies & Fixtures Wholesale,Tokyo Stock Exchange
RINKO CORPORATION,1660 JPY,2.82Cr,Other Marine Port Services,Tokyo Stock Exchange
"ELTES CO.,LTD.",678 JPY,2.81Cr,Data Processing Services,Tokyo Stock Exchange
"KORYOJYUHAN CO., LTD.",1500 JPY,2.81Cr,Other Real Estate Services,Tokyo Stock Exchange
"AUCFAN CO., LTD.",392 JPY,2.81Cr,Other Internet Services,Tokyo Stock Exchange
"NIPPON CRUCIBLE CO., LTD.",615 JPY,2.8Cr,Industrial Process Furnace & Ovens,Tokyo Stock Exchange
"TEIN, INC.",813 JPY,2.8Cr,Automotive Systems,Tokyo Stock Exchange
RIVER ELETEC CORPORATION,492 JPY,2.79Cr,Electrical Component,Tokyo Stock Exchange
"E-SUPPORTLINK, LTD.",920 JPY,2.79Cr,Other IT Services & Consulting,Tokyo Stock Exchange
"OSG CORPORATION CO., LTD.",783 JPY,2.79Cr,"Other Appliances, Tools & Housewares",Tokyo Stock Exchange
"ICHISHIN HOLDINGS CO.,LTD.",502 JPY,2.78Cr,Miscellaneous Educational Service Providers,Tokyo Stock Exchange
MRSO INC.,1132 JPY,2.78Cr,Other Software,Tokyo Stock Exchange
"CHUBU SUISAN CO.,LTD.",2539 JPY,2.78Cr,Fishing & Farming Wholesale,Tokyo Stock Exchange
"GLOBALWAY, INC.",112 JPY,2.78Cr,Other IT Services & Consulting,Tokyo Stock Exchange
"ENCOURAGE TECHNOLOGIES CO., LTD.",605 JPY,2.78Cr,Other IT Services & Consulting,Tokyo Stock Exchange
HIP CORPORATION,1004 JPY,2.76Cr,Outsourcing & Staffing Services,Tokyo Stock Exchange
"LAND BUSINESS CO.,LTD.",203 JPY,2.76Cr,Office Real Estate Development,Tokyo Stock Exchange
"GMO RESEARCH & AI, INC.",2484 JPY,2.75Cr,Market Research,Tokyo Stock Exchange
"NIPPON KANRYU INDUSTRY CO., LTD.",810 JPY,2.75Cr,Other Construction & Engineering,Tokyo Stock Exchange
SHINHOKOKU MATERIAL CORP.,1211 JPY,2.75Cr,"Iron, Steel Mills & Foundries",Tokyo Stock Exchange
"SHINGAKUKAI HOLDINGS CO.,LTD.",227 JPY,2.75Cr,Miscellaneous Educational Service Providers,Tokyo Stock Exchange
CAREERINDEX INC.,198 JPY,2.75Cr,Online Job Portals,Tokyo Stock Exchange
"HOKUYU LUCKY CO.,LTD.",3160 JPY,2.74Cr,Supermarkets & Convenience Stores,Tokyo Stock Exchange
FIRST STAGE CORPORATION,1600 JPY,2.74Cr,Other Real Estate Services,Tokyo Stock Exchange
NCXX GROUP INC.,108 JPY,2.74Cr,Other Apparel & Accessories Retailers,Tokyo Stock Exchange
ENSHU LIMITED,627 JPY,2.74Cr,Machine Tools,Tokyo Stock Exchange
"DAIWA COMPUTER CO., LTD.",1037 JPY,2.74Cr,Enterprise Software,Tokyo Stock Exchange
"HAYASHIKANE SANGYO CO.,LTD.",470 JPY,27.37M,Animal Feed,Tokyo Stock Exchange
"IBOKIN CO.,LTD.",1218 JPY,27.28M,"Waste Management, Disposal & Recycling Services",Tokyo Stock Exchange
"MEIJI MACHINE CO., LTD.",344 JPY,27.24M,Other Industrial Machinery & Equipment,Tokyo Stock Exchange
"TOKYO COMMUNICATIONS GROUP,INC.",403 JPY,27.23M,Other Software,Tokyo Stock Exchange
"TOKATSU HOLDINGS CO.,LTD.",816 JPY,27.16M,"Other Auto Vehicles, Parts & Service Retailers",Tokyo Stock Exchange
"JSH CO.,LTD.",722 JPY,27.15M,Other Personal Services,Tokyo Stock Exchange
KIMURATAN CORPORATION,17 JPY,27.14M,Children & Infants Clothing,Tokyo Stock Exchange
TECMIRA HOLDINGS INC.,332 JPY,27.09M,Other IT Services & Consulting,Tokyo Stock Exchange
"FINE SINTER CO., LTD.",937 JPY,27.09M,"Other Auto, Truck & Motorcycle Parts",Tokyo Stock Exchange
"OTA FLORICULTURE AUCTION CO.,LTD.",770 JPY,27.09M,Fishing & Farming Wholesale,Tokyo Stock Exchange
"MY FARM,INC.",1460 JPY,27.06M,Agriculture Support Services,Tokyo Stock Exchange
"GEOMATEC CO., LTD.",509 JPY,27.04M,Other Electronic Equipment & Parts,Tokyo Stock Exchange
"COTTA CO.,LTD",369 JPY,26.96M,Other Food Retail & Distribution,Tokyo Stock Exchange
"EXCITE HOLDINGS CO., LTD.",802 JPY,26.94M,Other Wireless Telecommunications Services,Tokyo Stock Exchange
"KIKUCHI SEISAKUSHO CO., LTD.",321 JPY,26.92M,Other Industrial Machinery & Equipment,Tokyo Stock Exchange
NIPPON CHUTETSUKAN K.K.,1207 JPY,26.87M,Other Steel,Tokyo Stock Exchange
"HIGASHIMARU CO.,LTD.",995 JPY,26.87M,Animal Feed,Tokyo Stock Exchange
FUNPEP COMPANY LIMITED,160 JPY,26.84M,Other Biotechnology & Medical Research,Tokyo Stock Exchange
MIROKU CORPORATION,1323 JPY,26.79M,Arms & Ammunitions Manufacturing,Tokyo Stock Exchange
"JAPAN POWER FASTENING CO.,LTD.",247 JPY,26.77M,Industrial Parts & Components,Tokyo Stock Exchange
TECHFIRM HOLDINGS INC.,541 JPY,26.76M,Other IT Services & Consulting,Tokyo Stock Exchange
"POWER SOLUTIONS, LTD.",1334 JPY,26.76M,Other IT Services & Consulting,Tokyo Stock Exchange
"SHOKUBUN CO., LTD.",257 JPY,26.69M,Other Restaurants & Bars,Tokyo Stock Exchange
BLUEMEME INC.,1126 JPY,26.65M,Other IT Services & Consulting,Tokyo Stock Exchange
"J-MAX CO.,LTD.",341 JPY,26.61M,"Other Auto, Truck & Motorcycle Parts",Tokyo Stock Exchange
"TOWNNEWS-SHA CO.,LTD.",710 JPY,26.58M,Newspaper Publishing,Tokyo Stock Exchange
"NKK SWITCHES CO., LTD.",4695 JPY,26.57M,Switchgear,Tokyo Stock Exchange
BIRDMAN INC.,545 JPY,26.56M,Advertising Agency,Tokyo Stock Exchange
SYSTEM INTEGRATOR CORP.,358 JPY,26.52M,Enterprise Software,Tokyo Stock Exchange
"LIHIT LAB.,INC.",1128 JPY,26.49M,Office Supplies,Tokyo Stock Exchange
FISCO LTD.,86 JPY,26.47M,Other Professional Information Services,Tokyo Stock Exchange
"DAIKOKUYA HOLDINGS CO.,LTD.",32 JPY,26.46M,Used Merchandise Stores,Tokyo Stock Exchange
NETYEAR GROUP CORPORATION,583 JPY,26.43M,Other Internet Services,Tokyo Stock Exchange
"YAMADA SERVICER SYNTHETIC OFFICE CO.,LTD",902 JPY,26.43M,Other Corporate Financial Services,Tokyo Stock Exchange
"B&P CO.,LTD.",1680 JPY,26.4M,Other Commercial Printing Services,Tokyo Stock Exchange
"NFK HOLDINGS CO., LTD.",88 JPY,26.36M,"Heating, Ventilation & Air Conditioning Systems",Tokyo Stock Exchange
"TAKAYOSHI HOLDINGS, INC.",672 JPY,26.36M,Other Food Retail & Distribution,Tokyo Stock Exchange
"CRI MIDDLEWARE CO., LTD.",734 JPY,26.35M,Computer Programming,Tokyo Stock Exchange
"KUBOTA PHARMACEUTICAL HOLDINGS CO., LTD.",69 JPY,26.33M,Other Pharmaceuticals,Tokyo Stock Exchange
"MANABE INTERIOR HEARTS CO., LTD.",450 JPY,26.25M,Furniture Retailers,Tokyo Stock Exchange
"NIC AUTOTEC, INC.",716 JPY,2.62Cr,Other Industrial Machinery & Equipment,Tokyo Stock Exchange
"FUSHIKI KAIRIKU UNSO CO.,LTD.",1490 JPY,2.62Cr,Other Marine Port Services,Tokyo Stock Exchange
MRT INC.,693 JPY,2.61Cr,Online Job Portals,Tokyo Stock Exchange
"IID, INC.",772 JPY,2.61Cr,Other Advertising & Marketing,Tokyo Stock Exchange
EVIXAR INC.,1200 JPY,2.61Cr,Other Software,Tokyo Stock Exchange
NITCHO CORPORATION,3450 JPY,2.6Cr,Commercial Equipment,Tokyo Stock Exchange
"SANNO CO., LTD.",843 JPY,2.6Cr,Industrial Moulds,Tokyo Stock Exchange
"JIBANNET HOLDINGS CO., LTD.",166 JPY,2.59Cr,Other Business Support Services,Tokyo Stock Exchange
"FRONTIER HOLDINGS CO.,LTD.",1274 JPY,2.59Cr,Residential Real Estate Services,Tokyo Stock Exchange
"NITTO SEIMO CO., LTD.",1450 JPY,2.58Cr,Other Business Support Supplies,Tokyo Stock Exchange
AZEARTH CORPORATION,660 JPY,2.58Cr,Other Business Support Supplies,Tokyo Stock Exchange
WINTEST CORP.,106 JPY,2.58Cr,Semiconductor Testing Equipment & Service,Tokyo Stock Exchange
RIBOMIC INC.,98 JPY,2.58Cr,Bio Therapeutic Drugs,Tokyo Stock Exchange
"HATCH WORK CO.,LTD.",2029 JPY,2.58Cr,Other IT Services & Consulting,Tokyo Stock Exchange
"AND FACTORY,INC.",339 JPY,2.58Cr,Mobile Application Software,Tokyo Stock Exchange
"FLYING GARDEN CO., LTD.",2560 JPY,2.57Cr,Quick Service Restaurants,Tokyo Stock Exchange
"TSUKUBASEIKO CO.,LTD.",1000 JPY,2.56Cr,Other Semiconductors,Tokyo Stock Exchange
"LOGIZARD CO., LTD.",1150 JPY,2.56Cr,Other Internet Services,Tokyo Stock Exchange
"DM SOLUTIONS CO.,LTD",1367 JPY,2.56Cr,Other Advertising & Marketing,Tokyo Stock Exchange
RAREJOB INC.,393 JPY,2.56Cr,Professional & Business Education,Tokyo Stock Exchange
DELSOLE CORPORATION,419 JPY,2.55Cr,Other Food Processing,Tokyo Stock Exchange
PROPERTY TECHNOLOGIES INC.,902 JPY,2.55Cr,Other Real Estate Services,Tokyo Stock Exchange
"GLOBAL INFORMATION, INC.",1251 JPY,2.55Cr,Market Research,Tokyo Stock Exchange
TABIKOBO CO. LTD.,187 JPY,2.54Cr,Travel Agents,Tokyo Stock Exchange
ACCRETE INC.,650 JPY,2.53Cr,Call Center Services,Tokyo Stock Exchange
SOIKEN HOLDINGS INC.,140 JPY,2.52Cr,Cosmetics & Perfumes,Tokyo Stock Exchange
"MEIWA INDUSTRY CO., LTD.",1086 JPY,2.52Cr,Automotive Accessories,Tokyo Stock Exchange
"NANSIN CO., LTD.",541 JPY,2.52Cr,Other Industrial Machinery & Equipment,Tokyo Stock Exchange
SHINKO INC.,1975 JPY,2.51Cr,Other IT Services & Consulting,Tokyo Stock Exchange
L IS B CORP.,728 JPY,2.51Cr,Other IT Services & Consulting,Tokyo Stock Exchange
GAMEWITH INC.,209 JPY,2.51Cr,Other Internet Services,Tokyo Stock Exchange
"CUBE CO., LTD.",628 JPY,2.51Cr,Apparel Wholesale,Tokyo Stock Exchange
"SHOWA HOLDINGS CO., LTD.",48 JPY,2.5Cr,Other Food Processing,Tokyo Stock Exchange
"KURAUDIA HOLDINGS CO.,LTD.",405 JPY,2.5Cr,Other Personal Services,Tokyo Stock Exchange
"UNBANKED,INC.",124 JPY,2.5Cr,Investment Banking,Tokyo Stock Exchange
WELBY INC.,437 JPY,2.5Cr,Application Software,Tokyo Stock Exchange
AGENT INC.,650 JPY,2.5Cr,Outsourcing & Staffing Services,Tokyo Stock Exchange
